,name,path,sha,size,url,html_url,git_url,download_url,type,_links
0,.alexignore,.alexignore,e344f11148c54112706372e7c1c56d9c1f52745d,45,https://api.github.com/repos/vercel/next.js/contents/.alexignore?ref=canary,https://github.com/vercel/next.js/blob/canary/.alexignore,https://api.github.com/repos/vercel/next.js/git/blobs/e344f11148c54112706372e7c1c56d9c1f52745d,https://raw.githubusercontent.com/vercel/next.js/canary/.alexignore,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.alexignore?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/e344f11148c54112706372e7c1c56d9c1f52745d', 'html': 'https://github.com/vercel/next.js/blob/canary/.alexignore'}"
1,.alexrc,.alexrc,d50d2433b63863ef69ac0815b491f7ef32237699,315,https://api.github.com/repos/vercel/next.js/contents/.alexrc?ref=canary,https://github.com/vercel/next.js/blob/canary/.alexrc,https://api.github.com/repos/vercel/next.js/git/blobs/d50d2433b63863ef69ac0815b491f7ef32237699,https://raw.githubusercontent.com/vercel/next.js/canary/.alexrc,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.alexrc?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/d50d2433b63863ef69ac0815b491f7ef32237699', 'html': 'https://github.com/vercel/next.js/blob/canary/.alexrc'}"
2,.cargo,.cargo,e7f8a5e0e41a180ecfc6d0a574171d02e6180e6b,0,https://api.github.com/repos/vercel/next.js/contents/.cargo?ref=canary,https://github.com/vercel/next.js/tree/canary/.cargo,https://api.github.com/repos/vercel/next.js/git/trees/e7f8a5e0e41a180ecfc6d0a574171d02e6180e6b,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.cargo?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/e7f8a5e0e41a180ecfc6d0a574171d02e6180e6b', 'html': 'https://github.com/vercel/next.js/tree/canary/.cargo'}"
3,.config,.config,ecbc90e08dd3b159e1e44ad0ab13dddb0dc88b8d,0,https://api.github.com/repos/vercel/next.js/contents/.config?ref=canary,https://github.com/vercel/next.js/tree/canary/.config,https://api.github.com/repos/vercel/next.js/git/trees/ecbc90e08dd3b159e1e44ad0ab13dddb0dc88b8d,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.config?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/ecbc90e08dd3b159e1e44ad0ab13dddb0dc88b8d', 'html': 'https://github.com/vercel/next.js/tree/canary/.config'}"
4,.devcontainer,.devcontainer,a4e79426284ca4bd7251c283311129745b77c8d5,0,https://api.github.com/repos/vercel/next.js/contents/.devcontainer?ref=canary,https://github.com/vercel/next.js/tree/canary/.devcontainer,https://api.github.com/repos/vercel/next.js/git/trees/a4e79426284ca4bd7251c283311129745b77c8d5,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.devcontainer?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/a4e79426284ca4bd7251c283311129745b77c8d5', 'html': 'https://github.com/vercel/next.js/tree/canary/.devcontainer'}"
5,.eslintignore,.eslintignore,95ef16d8d0d3fe1b1c6a420b0bfc020cd3d9a6a2,1539,https://api.github.com/repos/vercel/next.js/contents/.eslintignore?ref=canary,https://github.com/vercel/next.js/blob/canary/.eslintignore,https://api.github.com/repos/vercel/next.js/git/blobs/95ef16d8d0d3fe1b1c6a420b0bfc020cd3d9a6a2,https://raw.githubusercontent.com/vercel/next.js/canary/.eslintignore,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.eslintignore?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/95ef16d8d0d3fe1b1c6a420b0bfc020cd3d9a6a2', 'html': 'https://github.com/vercel/next.js/blob/canary/.eslintignore'}"
6,.eslintrc.json,.eslintrc.json,4151575356c8573f9e6004df04c50e8133d085b3,10889,https://api.github.com/repos/vercel/next.js/contents/.eslintrc.json?ref=canary,https://github.com/vercel/next.js/blob/canary/.eslintrc.json,https://api.github.com/repos/vercel/next.js/git/blobs/4151575356c8573f9e6004df04c50e8133d085b3,https://raw.githubusercontent.com/vercel/next.js/canary/.eslintrc.json,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.eslintrc.json?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/4151575356c8573f9e6004df04c50e8133d085b3', 'html': 'https://github.com/vercel/next.js/blob/canary/.eslintrc.json'}"
7,.git-blame-ignore-revs,.git-blame-ignore-revs,7999e1d4cdcb3e86f6107acdd6b72b424c9b8174,569,https://api.github.com/repos/vercel/next.js/contents/.git-blame-ignore-revs?ref=canary,https://github.com/vercel/next.js/blob/canary/.git-blame-ignore-revs,https://api.github.com/repos/vercel/next.js/git/blobs/7999e1d4cdcb3e86f6107acdd6b72b424c9b8174,https://raw.githubusercontent.com/vercel/next.js/canary/.git-blame-ignore-revs,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.git-blame-ignore-revs?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/7999e1d4cdcb3e86f6107acdd6b72b424c9b8174', 'html': 'https://github.com/vercel/next.js/blob/canary/.git-blame-ignore-revs'}"
8,.gitattributes,.gitattributes,5e53884779c0aa4912af8f7c7acdb7c025e9a803,191,https://api.github.com/repos/vercel/next.js/contents/.gitattributes?ref=canary,https://github.com/vercel/next.js/blob/canary/.gitattributes,https://api.github.com/repos/vercel/next.js/git/blobs/5e53884779c0aa4912af8f7c7acdb7c025e9a803,https://raw.githubusercontent.com/vercel/next.js/canary/.gitattributes,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.gitattributes?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/5e53884779c0aa4912af8f7c7acdb7c025e9a803', 'html': 'https://github.com/vercel/next.js/blob/canary/.gitattributes'}"
9,.github,.github,1862cfda0ce1cf657b1cc878e4fe91ef2d61ddbb,0,https://api.github.com/repos/vercel/next.js/contents/.github?ref=canary,https://github.com/vercel/next.js/tree/canary/.github,https://api.github.com/repos/vercel/next.js/git/trees/1862cfda0ce1cf657b1cc878e4fe91ef2d61ddbb,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.github?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/1862cfda0ce1cf657b1cc878e4fe91ef2d61ddbb', 'html': 'https://github.com/vercel/next.js/tree/canary/.github'}"
10,.gitignore,.gitignore,04102b375b56ed82fcd2f31524a985ea3c9520b0,576,https://api.github.com/repos/vercel/next.js/contents/.gitignore?ref=canary,https://github.com/vercel/next.js/blob/canary/.gitignore,https://api.github.com/repos/vercel/next.js/git/blobs/04102b375b56ed82fcd2f31524a985ea3c9520b0,https://raw.githubusercontent.com/vercel/next.js/canary/.gitignore,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.gitignore?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/04102b375b56ed82fcd2f31524a985ea3c9520b0', 'html': 'https://github.com/vercel/next.js/blob/canary/.gitignore'}"
11,.husky,.husky,21091f918ad45868bb31da71e0e396528239b863,0,https://api.github.com/repos/vercel/next.js/contents/.husky?ref=canary,https://github.com/vercel/next.js/tree/canary/.husky,https://api.github.com/repos/vercel/next.js/git/trees/21091f918ad45868bb31da71e0e396528239b863,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.husky?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/21091f918ad45868bb31da71e0e396528239b863', 'html': 'https://github.com/vercel/next.js/tree/canary/.husky'}"
12,.node-version,.node-version,750dfafc9c5f2871529abce95a50a7de9efd07b7,4,https://api.github.com/repos/vercel/next.js/contents/.node-version?ref=canary,https://github.com/vercel/next.js/blob/canary/.node-version,https://api.github.com/repos/vercel/next.js/git/blobs/750dfafc9c5f2871529abce95a50a7de9efd07b7,https://raw.githubusercontent.com/vercel/next.js/canary/.node-version,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.node-version?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/750dfafc9c5f2871529abce95a50a7de9efd07b7', 'html': 'https://github.com/vercel/next.js/blob/canary/.node-version'}"
13,.npmrc,.npmrc,5626f81fde083879b321989eed495f7d222e88fd,133,https://api.github.com/repos/vercel/next.js/contents/.npmrc?ref=canary,https://github.com/vercel/next.js/blob/canary/.npmrc,https://api.github.com/repos/vercel/next.js/git/blobs/5626f81fde083879b321989eed495f7d222e88fd,https://raw.githubusercontent.com/vercel/next.js/canary/.npmrc,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.npmrc?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/5626f81fde083879b321989eed495f7d222e88fd', 'html': 'https://github.com/vercel/next.js/blob/canary/.npmrc'}"
14,.prettierignore,.prettierignore,e89841d37cce11e17e1b9d4ce961351d79a13020,1795,https://api.github.com/repos/vercel/next.js/contents/.prettierignore?ref=canary,https://github.com/vercel/next.js/blob/canary/.prettierignore,https://api.github.com/repos/vercel/next.js/git/blobs/e89841d37cce11e17e1b9d4ce961351d79a13020,https://raw.githubusercontent.com/vercel/next.js/canary/.prettierignore,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.prettierignore?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/e89841d37cce11e17e1b9d4ce961351d79a13020', 'html': 'https://github.com/vercel/next.js/blob/canary/.prettierignore'}"
15,.prettierrc.json,.prettierrc.json,eaaa46cd3d97b070de0a0ce2210e2a7eac2c2a91,69,https://api.github.com/repos/vercel/next.js/contents/.prettierrc.json?ref=canary,https://github.com/vercel/next.js/blob/canary/.prettierrc.json,https://api.github.com/repos/vercel/next.js/git/blobs/eaaa46cd3d97b070de0a0ce2210e2a7eac2c2a91,https://raw.githubusercontent.com/vercel/next.js/canary/.prettierrc.json,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.prettierrc.json?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/eaaa46cd3d97b070de0a0ce2210e2a7eac2c2a91', 'html': 'https://github.com/vercel/next.js/blob/canary/.prettierrc.json'}"
16,.rustfmt.toml,.rustfmt.toml,28ba342128afe33e8548a8d13249ef2214f5311e,192,https://api.github.com/repos/vercel/next.js/contents/.rustfmt.toml?ref=canary,https://github.com/vercel/next.js/blob/canary/.rustfmt.toml,https://api.github.com/repos/vercel/next.js/git/blobs/28ba342128afe33e8548a8d13249ef2214f5311e,https://raw.githubusercontent.com/vercel/next.js/canary/.rustfmt.toml,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.rustfmt.toml?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/28ba342128afe33e8548a8d13249ef2214f5311e', 'html': 'https://github.com/vercel/next.js/blob/canary/.rustfmt.toml'}"
17,.vscode,.vscode,d98c2d6e6c75a76436e73e8e3cdd686a761ff0c6,0,https://api.github.com/repos/vercel/next.js/contents/.vscode?ref=canary,https://github.com/vercel/next.js/tree/canary/.vscode,https://api.github.com/repos/vercel/next.js/git/trees/d98c2d6e6c75a76436e73e8e3cdd686a761ff0c6,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/.vscode?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/d98c2d6e6c75a76436e73e8e3cdd686a761ff0c6', 'html': 'https://github.com/vercel/next.js/tree/canary/.vscode'}"
18,CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,6714bc34d2f244d5aa2ab3d63d2617b856a34054,3298,https://api.github.com/repos/vercel/next.js/contents/CODE_OF_CONDUCT.md?ref=canary,https://github.com/vercel/next.js/blob/canary/CODE_OF_CONDUCT.md,https://api.github.com/repos/vercel/next.js/git/blobs/6714bc34d2f244d5aa2ab3d63d2617b856a34054,https://raw.githubusercontent.com/vercel/next.js/canary/CODE_OF_CONDUCT.md,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/CODE_OF_CONDUCT.md?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/6714bc34d2f244d5aa2ab3d63d2617b856a34054', 'html': 'https://github.com/vercel/next.js/blob/canary/CODE_OF_CONDUCT.md'}"
19,Cargo.lock,Cargo.lock,040f6ae61158ffaa66279ac00ba6bd24a35878df,214470,https://api.github.com/repos/vercel/next.js/contents/Cargo.lock?ref=canary,https://github.com/vercel/next.js/blob/canary/Cargo.lock,https://api.github.com/repos/vercel/next.js/git/blobs/040f6ae61158ffaa66279ac00ba6bd24a35878df,https://raw.githubusercontent.com/vercel/next.js/canary/Cargo.lock,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/Cargo.lock?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/040f6ae61158ffaa66279ac00ba6bd24a35878df', 'html': 'https://github.com/vercel/next.js/blob/canary/Cargo.lock'}"
20,Cargo.toml,Cargo.toml,fcb447ed1449be2dab831e16fd555880078eaa4e,4317,https://api.github.com/repos/vercel/next.js/contents/Cargo.toml?ref=canary,https://github.com/vercel/next.js/blob/canary/Cargo.toml,https://api.github.com/repos/vercel/next.js/git/blobs/fcb447ed1449be2dab831e16fd555880078eaa4e,https://raw.githubusercontent.com/vercel/next.js/canary/Cargo.toml,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/Cargo.toml?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/fcb447ed1449be2dab831e16fd555880078eaa4e', 'html': 'https://github.com/vercel/next.js/blob/canary/Cargo.toml'}"
21,UPGRADING.md,UPGRADING.md,43ff28c689860cf57ff3f7a843c68407ab73b01e,252,https://api.github.com/repos/vercel/next.js/contents/UPGRADING.md?ref=canary,https://github.com/vercel/next.js/blob/canary/UPGRADING.md,https://api.github.com/repos/vercel/next.js/git/blobs/43ff28c689860cf57ff3f7a843c68407ab73b01e,https://raw.githubusercontent.com/vercel/next.js/canary/UPGRADING.md,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/UPGRADING.md?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/43ff28c689860cf57ff3f7a843c68407ab73b01e', 'html': 'https://github.com/vercel/next.js/blob/canary/UPGRADING.md'}"
22,azure-pipelines.yml,azure-pipelines.yml,14c69e0bbc3ab781b29ab86ca5b0efe4ae87fe5b,6461,https://api.github.com/repos/vercel/next.js/contents/azure-pipelines.yml?ref=canary,https://github.com/vercel/next.js/blob/canary/azure-pipelines.yml,https://api.github.com/repos/vercel/next.js/git/blobs/14c69e0bbc3ab781b29ab86ca5b0efe4ae87fe5b,https://raw.githubusercontent.com/vercel/next.js/canary/azure-pipelines.yml,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/azure-pipelines.yml?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/14c69e0bbc3ab781b29ab86ca5b0efe4ae87fe5b', 'html': 'https://github.com/vercel/next.js/blob/canary/azure-pipelines.yml'}"
23,bench,bench,a6837f641cdaf3a53bacc9f41b2dca2e136fbd59,0,https://api.github.com/repos/vercel/next.js/contents/bench?ref=canary,https://github.com/vercel/next.js/tree/canary/bench,https://api.github.com/repos/vercel/next.js/git/trees/a6837f641cdaf3a53bacc9f41b2dca2e136fbd59,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/bench?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/a6837f641cdaf3a53bacc9f41b2dca2e136fbd59', 'html': 'https://github.com/vercel/next.js/tree/canary/bench'}"
24,contributing.md,contributing.md,9a0be6456dcbb2dc31cb04fde1636699e9da7a3c,1462,https://api.github.com/repos/vercel/next.js/contents/contributing.md?ref=canary,https://github.com/vercel/next.js/blob/canary/contributing.md,https://api.github.com/repos/vercel/next.js/git/blobs/9a0be6456dcbb2dc31cb04fde1636699e9da7a3c,https://raw.githubusercontent.com/vercel/next.js/canary/contributing.md,file,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/contributing.md?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/blobs/9a0be6456dcbb2dc31cb04fde1636699e9da7a3c', 'html': 'https://github.com/vercel/next.js/blob/canary/contributing.md'}"
25,contributing,contributing,91ee4e9080f5d55af04ba77384145ac80497dd00,0,https://api.github.com/repos/vercel/next.js/contents/contributing?ref=canary,https://github.com/vercel/next.js/tree/canary/contributing,https://api.github.com/repos/vercel/next.js/git/trees/91ee4e9080f5d55af04ba77384145ac80497dd00,,dir,"{'self': 'https://api.github.com/repos/vercel/next.js/contents/contributing?ref=canary', 'git': 'https://api.github.com/repos/vercel/next.js/git/trees/91ee4e9080f5d55af04ba77384145ac80497dd00', 'html': 'https://github.com/vercel/next.js/tree/canary/contributing'}"
